0.1M NaOH1,,Fluo base,,Fluo 1:10,,Fluo 1:100,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
699.9856567,0.01834478788,699.9856567,0.08877233416,699.9856567,0.02350365557,699.9856567,0.01718133688,
698.979126,0.01898601092,698.979126,0.09065058082,698.979126,0.02448985912,698.979126,0.01769677177,
697.972229,0.01983389631,697.972229,0.09240996093,697.972229,0.02524858341,697.972229,0.01861090027,
696.9650269,0.02051327936,696.9650269,0.09384752065,696.9650269,0.02596977539,696.9650269,0.01930961572,
695.9575195,0.0205229409,695.9575195,0.09538003057,695.9575195,0.02647577785,695.9575195,0.01991196536,
694.949646,0.0213030614,694.949646,0.0971827656,694.949646,0.02688175812,694.949646,0.02000696398,
693.9414673,0.02178824693,693.9414673,0.09865706414,693.9414673,0.02757648565,693.9414673,0.02049002424,
692.9329834,0.02217030711,692.9329834,0.1005768552,692.9329834,0.02817105688,692.9329834,0.02099424228,
692.0682983,0.02257517166,692.0682983,0.1017894149,692.0682983,0.02886746451,692.0682983,0.02169160731,
691.0591431,0.02365257777,691.0591431,0.1041507348,691.0591431,0.02954933606,691.0591431,0.02255376801,
690.0497437,0.02414337918,690.0497437,0.1062412485,690.0497437,0.03036331572,690.0497437,0.0227392707,
689.039978,0.0242690891,689.039978,0.1072692499,689.039978,0.03009154275,689.039978,0.02280201204,
688.0298462,0.02443139069,688.0298462,0.1091337129,688.0298462,0.03101389855,688.0298462,0.02341840975,
687.0194702,0.02474685758,687.0194702,0.1101431698,687.0194702,0.03115732595,687.0194702,0.0235079471,
686.008728,0.02540910989,686.008728,0.1126734391,686.008728,0.0323789306,686.008728,0.02449226938,
684.9976196,0.02536904253,684.9976196,0.1142008901,684.9976196,0.03211874142,684.9976196,0.02427289449,
683.9862671,0.02598291077,683.9862671,0.1163132265,683.9862671,0.03337822482,683.9862671,0.02488351613,
682.9745483,0.02612394467,682.9745483,0.1182181016,682.9745483,0.0334793441,682.9745483,0.02501878887,
681.9625244,0.02662968636,681.9625244,0.1201315671,681.9625244,0.03393111378,681.9625244,0.02552379295,
680.9501343,0.02685482614,680.9501343,0.1220331639,680.9501343,0.03436370939,680.9501343,0.02551295049,
679.9375,0.02717412636,679.9375,0.123989895,679.9375,0.03504052013,679.9375,0.02582140267,
679.0692139,0.0267019663,679.0692139,0.1251850277,679.0692139,0.03462628275,679.0692139,0.02562307566,
678.0559082,0.02672627382,678.0559082,0.127198413,678.0559082,0.03473955765,678.0559082,0.02578055486,
677.0423584,0.02762798592,677.0423584,0.1297992617,677.0423584,0.03570363298,677.0423584,0.02650519088,
676.0284424,0.02770308219,676.0284424,0.1320082992,676.0284424,0.03601749986,676.0284424,0.02652288228,
675.0142212,0.02770669758,675.0142212,0.1341462433,675.0142212,0.0364774093,675.0142212,0.02663285099,
673.9996338,0.02715260535,673.9996338,0.1354449689,673.9996338,0.03631073982,673.9996338,0.02618734352,
672.9848022,0.0281135831,672.9848022,0.1381314844,672.9848022,0.03704928607,672.9848022,0.02700033039,
671.9696045,0.02777314186,671.9696045,0.1403978765,671.9696045,0.03726878017,671.9696045,0.02700258791,
670.9541016,0.02823748998,670.9541016,0.1425926685,670.9541016,0.03771742433,670.9541016,0.0269828923,
669.9382935,0.02823044546,669.9382935,0.1453571916,669.9382935,0.03813569248,669.9382935,0.02740448527,
669.0673218,0.02746506594,669.0673218,0.1468127817,669.0673218,0.03706837073,669.0673218,0.02674670145,
668.0509033,0.02745312452,668.0509033,0.1492003053,668.0509033,0.03752496094,668.0509033,0.02647500671,
667.0341797,0.0271081049,667.0341797,0.1513391733,667.0341797,0.03768365458,667.0341797,0.02638969757,
666.0171509,0.02694719657,666.0171509,0.1537588388,666.0171509,0.03739112616,666.0171509,0.02612848021,
664.9998169,0.02692028694,664.9998169,0.1562268734,664.9998169,0.03784684092,664.9998169,0.02599673532,
663.9821167,0.02650854737,663.9821167,0.1585032493,663.9821167,0.03768989444,663.9821167,0.02561115846,
662.9641724,0.0265576914,662.9641724,0.1618724912,662.9641724,0.03808570281,662.9641724,0.02585824393,
661.9458618,0.02644138783,661.9458618,0.1644999236,661.9458618,0.03833000734,661.9458618,0.02565773018,
660.9272461,0.02648697607,660.9272461,0.1676395386,660.9272461,0.03856811672,660.9272461,0.02580156922,
660.0539551,0.02660805359,660.0539551,0.1704598516,660.0539551,0.03879548609,660.0539551,0.02596702799,
659.034729,0.02641164884,659.034729,0.1730299592,659.034729,0.03904973716,659.034729,0.02557897754,
658.0152588,0.02621470205,658.0152588,0.1758974195,658.0152588,0.03947139159,658.0152588,0.02577022649,
656.9954224,0.02621643431,656.9954224,0.1793360859,656.9954224,0.03929662704,656.9954224,0.02559624799,
655.9753418,0.02600888349,655.9753418,0.1830614656,655.9753418,0.03994470835,655.9753418,0.02579645999,
654.954895,0.02618321963,654.954895,0.1864182055,654.954895,0.0402879566,654.954895,0.02576344088,
653.9341431,0.02602081001,653.9341431,0.190218702,653.9341431,0.0404249616,653.9341431,0.02554463036,
653.059021,0.02613205463,653.059021,0.1931772381,653.059021,0.04059460759,653.059021,0.02580766752,
652.0377197,0.02577159926,652.0377197,0.1967259347,652.0377197,0.04092642292,652.0377197,0.02532870322,
651.0161133,0.02560813725,651.0161133,0.2008302957,651.0161133,0.04157323763,651.0161133,0.02600486949,
649.9941406,0.02607624978,649.9941406,0.2048149109,649.9941406,0.04161326215,649.9941406,0.02536530979,
648.9719238,0.02603034861,648.9719238,0.2092280239,648.9719238,0.04230127856,648.9719238,0.02585068904,
647.9494019,0.02545198239,647.9494019,0.2134100646,647.9494019,0.04223976284,647.9494019,0.02543293498,
647.0726929,0.0260063,647.0726929,0.2177269012,647.0726929,0.04314213619,647.0726929,0.02575143799,
646.0496216,0.02589440159,646.0496216,0.222033903,646.0496216,0.04340775684,646.0496216,0.02565402165,
645.0261841,0.0258658547,645.0261841,0.226068601,645.0261841,0.04407214746,645.0261841,0.02603798918,
644.0025024,0.02548711747,644.0025024,0.2300209403,644.0025024,0.04375000298,644.0025024,0.02552368492,
642.9784546,0.0260206461,642.9784546,0.2361885458,642.9784546,0.0448725298,642.9784546,0.02577733994,
641.9541626,0.0259741731,641.9541626,0.2413250208,641.9541626,0.04526514187,641.9541626,0.02623312362,
640.9295044,0.02607685514,640.9295044,0.2460706234,640.9295044,0.04586267099,640.9295044,0.02601105347,
640.0510254,0.02572210319,640.0510254,0.2507230341,640.0510254,0.04636235908,640.0510254,0.02615764923,
639.0258179,0.02585390396,639.0258179,0.2554426789,639.0258179,0.04678904638,639.0258179,0.02616963722,
638.0003662,0.02591385506,638.0003662,0.2607612312,638.0003662,0.04736407846,638.0003662,0.02620213479,
636.9745483,0.02568494529,636.9745483,0.2661031783,636.9745483,0.04790183157,636.9745483,0.02607190795,
635.9484863,0.02577294596,635.9484863,0.2714009881,635.9484863,0.04825457931,635.9484863,0.02604016103,
635.0687256,0.02609502524,635.0687256,0.2762987614,635.0687256,0.04915427789,635.0687256,0.02639805898,
634.0421143,0.02602015063,634.0421143,0.2821252644,634.0421143,0.04935416579,634.0421143,0.02643346414,
633.0151367,0.02580156922,633.0151367,0.2881266475,633.0151367,0.05008486286,633.0151367,0.02637522854,
631.987915,0.02580448054,631.987915,0.2932399511,631.987915,0.05056713149,631.987915,0.0267063994,
630.9603882,0.02581395768,630.9603882,0.2984029651,630.9603882,0.05104219168,630.9603882,0.02649924718,
629.9325562,0.02565948665,629.9325562,0.3039261103,629.9325562,0.05152016133,629.9325562,0.02659990638,
629.0512695,0.0257099364,629.0512695,0.3101414144,629.0512695,0.05214869231,629.0512695,0.02666109055,
628.0228882,0.02575226128,628.0228882,0.3169600964,628.0228882,0.05285349488,628.0228882,0.02654987574,
626.9942017,0.02584747411,626.9942017,0.3237877786,626.9942017,0.0535364002,626.9942017,0.02657855116,
625.96521,0.02579742111,625.96521,0.3302633464,625.96521,0.05423175916,625.96521,0.02669230476,
624.9359741,0.02565701492,624.9359741,0.3364614546,624.9359741,0.05500758812,624.9359741,0.02690089867,
624.0534668,0.02579733916,624.0534668,0.3422861695,624.0534668,0.05547170714,624.0534668,0.02703429572,
623.0236816,0.02544506639,623.0236816,0.35006392,623.0236816,0.05635057017,623.0236816,0.0269215256,
621.9935303,0.02567536011,621.9935303,0.3573016226,621.9935303,0.05729338154,621.9935303,0.02692400478,
620.9631348,0.02575789206,620.9631348,0.3646627963,620.9631348,0.05780078843,620.9631348,0.02722731605,
619.9324341,0.02581747435,619.9324341,0.3720051646,619.9324341,0.05843338743,619.9324341,0.02731221169,
619.0487061,0.02546065673,619.0487061,0.3787201047,619.0487061,0.05926022679,619.0487061,0.02720242925,
618.0174561,0.02572377957,618.0174561,0.3866576552,618.0174561,0.05989275873,618.0174561,0.02731364407,
616.9859009,0.02558575943,616.9859009,0.3932621181,616.9859009,0.06059299037,616.9859009,0.02735984884,
615.9541016,0.02543993294,615.9541016,0.4019049704,615.9541016,0.0615956001,615.9541016,0.02746975236,
615.069458,0.02530696988,615.069458,0.4095315337,615.069458,0.06242660433,615.069458,0.02732037194,
614.0370483,0.02534848824,614.0370483,0.4187853634,614.0370483,0.06316704303,614.0370483,0.02737771347,
613.0043945,0.02537502535,613.0043945,0.4275576174,613.0043945,0.06403595209,613.0043945,0.02731483057,
611.9714355,0.02516003139,611.9714355,0.4351371825,611.9714355,0.06462828815,611.9714355,0.02737390995,
610.9382324,0.02521415241,610.9382324,0.4435066879,610.9382324,0.06558053195,610.9382324,0.02755717933,
610.0523682,0.0254302714,610.0523682,0.4514536262,610.0523682,0.06646333635,610.0523682,0.02786948904,
609.0185547,0.02514637075,609.0185547,0.4618695676,609.0185547,0.06747645885,609.0185547,0.02792347968,
607.9844971,0.02479572222,607.9844971,0.4709919095,607.9844971,0.06831880659,607.9844971,0.02758481726,
606.9501343,0.02457882278,606.9501343,0.4800330698,606.9501343,0.069020845,606.9501343,0.02758401632,
606.0633545,0.02478423901,606.0633545,0.4876276851,606.0633545,0.06987255067,606.0633545,0.02765549161,
605.0284424,0.0251493603,605.0284424,0.4968081415,605.0284424,0.07093621045,605.0284424,0.02775495686,
603.9932861,0.0251053106,603.9932861,0.5059444904,603.9932861,0.071890302,603.9932861,0.02812139876,
602.9578247,0.0250580851,602.9578247,0.5167300701,602.9578247,0.07277441025,602.9578247,0.02809115872,
602.0700684,0.02480717935,602.0700684,0.5261196494,602.0700684,0.07364495844,602.0700684,0.02780164964,
601.0341187,0.02468032762,601.0341187,0.5372520089,601.0341187,0.07491894066,601.0341187,0.02808900364,
599.9978638,0.02446523868,599.9978638,0.5483250022,599.9978638,0.07579191774,599.9978638,0.02812393941,
598.9613037,0.02396838367,598.9613037,0.5584224463,598.9613037,0.07639838755,598.9613037,0.02755350992,
598.0725708,0.02396687865,598.0725708,0.566591084,598.0725708,0.07709763944,598.0725708,0.02761333808,
597.0355225,0.02426917106,597.0355225,0.578520596,597.0355225,0.07862136513,597.0355225,0.02802737057,
595.9981689,0.02402167395,595.9981689,0.5910382271,595.9981689,0.07961358875,595.9981689,0.02788784355,
594.9605103,0.02393334359,594.9605103,0.6029824615,594.9605103,0.08076104522,594.9605103,0.02820986696,
594.0709229,0.02378741466,594.0709229,0.6140571237,594.0709229,0.08190904558,594.0709229,0.02785938606,
593.0327759,0.02366127074,593.0327759,0.6249533296,593.0327759,0.08281703293,593.0327759,0.02796041779,
591.9943237,0.02347928286,591.9943237,0.6361245513,591.9943237,0.08377379179,591.9943237,0.02786468528,
590.9555664,0.02346917242,590.9555664,0.6484718919,590.9555664,0.08479530364,590.9555664,0.02792411484,
590.0650635,0.02328718267,590.0650635,0.6607913375,590.0650635,0.0862436071,590.0650635,0.02791464701,
589.0258179,0.02313950472,589.0258179,0.6739104986,589.0258179,0.08750255406,589.0258179,0.02788088843,
587.9863281,0.02295918204,587.9863281,0.6869701743,587.9863281,0.08862364292,587.9863281,0.02800461836,
586.9465332,0.02281461656,586.9465332,0.7004375458,586.9465332,0.08968219161,586.9465332,0.02791552991,
586.0550537,0.02276196517,586.0550537,0.7111112475,586.0550537,0.0907022208,586.0550537,0.02789104544,
585.0147705,0.02269415557,585.0147705,0.7233326435,585.0147705,0.09180659801,585.0147705,0.02795652486,
583.9741821,0.02246230096,583.9741821,0.737813592,583.9741821,0.09304731339,583.9741821,0.02788489126,
582.9332886,0.02195055038,582.9332886,0.7525507212,582.9332886,0.09424038976,582.9332886,0.0280622188,
582.0409546,0.02201753668,582.0409546,0.7654069066,582.0409546,0.09558511525,582.0409546,0.02783749998,
580.9995728,0.02158454247,580.9995728,0.7795487046,580.9995728,0.09679120779,580.9995728,0.02769555151,
579.9579468,0.02173027769,579.9579468,0.7928958535,579.9579468,0.09789404273,579.9579468,0.02788138576,
579.0648804,0.02147551812,579.0648804,0.8025577068,579.0648804,0.09873146564,579.0648804,0.0278112255,
578.0227051,0.02115439996,578.0227051,0.8188078403,578.0227051,0.1000127196,578.0227051,0.02769831009,
576.9802856,0.02099435031,576.9802856,0.8353156447,576.9802856,0.1013081595,576.9802856,0.02752132341,
575.9376221,0.02078281716,575.9376221,0.8511460423,575.9376221,0.1027446017,575.9376221,0.0273981709,
575.0436401,0.02062898502,575.0436401,0.8654965162,575.0436401,0.1039182469,575.0436401,0.02748210728,
574.0004272,0.02031128481,574.0004272,0.8814885616,574.0004272,0.1049757972,574.0004272,0.02738686651,
572.9569702,0.02018481679,572.9569702,0.8966688514,572.9569702,0.1063014269,572.9569702,0.02723434381,
572.0623779,0.02004640549,572.0623779,0.9126714468,572.0623779,0.1077716872,572.0623779,0.02733950317,
571.0183716,0.01978214644,571.0183716,0.9316223264,571.0183716,0.1092021465,571.0183716,0.02719650418,
569.9741821,0.01967102848,569.9741821,0.9517334104,569.9741821,0.1105014235,569.9741821,0.02732814476,
568.9296265,0.01935714111,568.9296265,0.9722962379,568.9296265,0.1120911688,568.9296265,0.0271728877,
568.0341187,0.01902284473,568.0341187,0.9895180464,568.0341187,0.1132252365,568.0341187,0.02702669241,
566.9891357,0.01897278614,566.9891357,1.010105252,566.9891357,0.1147722006,566.9891357,0.02700691298,
565.9438477,0.01866261847,565.9438477,1.031742334,565.9438477,0.116388388,565.9438477,0.02723390236,
565.0477295,0.01849376038,565.0477295,1.054396868,565.0477295,0.1177648082,565.0477295,0.02702090703,
564.0019531,0.01834522001,564.0019531,1.081683636,564.0019531,0.1194851547,564.0019531,0.02704010904,
562.9558716,0.01784997247,562.9558716,1.111466289,562.9558716,0.1210958809,562.9558716,0.02689175494,
562.059082,0.01765991375,562.059082,1.136848807,562.059082,0.122787185,562.059082,0.02688875422,
561.0125732,0.0174724739,561.0125732,1.166226029,561.0125732,0.1245667562,561.0125732,0.02680856548,
559.9657593,0.01732681319,559.9657593,1.198522568,559.9657593,0.1265422404,559.9657593,0.02681288868,
559.0682983,0.01716426387,559.0682983,1.236145735,559.0682983,0.1287431866,559.0682983,0.02674458176,
558.0209961,0.01682435721,558.0209961,1.280293107,558.0209961,0.1310330629,558.0209961,0.02677070908,
556.9734497,0.01654166915,556.9734497,1.329996586,556.9734497,0.1336453855,556.9734497,0.0267603565,
555.9256592,0.01625389606,555.9256592,1.383037686,555.9256592,0.1364685297,555.9256592,0.02681566961,
555.0273438,0.01610337943,555.0273438,1.420856833,555.0273438,0.1385022253,555.0273438,0.0268017929,
553.9790039,0.01583729312,553.9790039,1.480473518,553.9790039,0.1413988024,553.9790039,0.02673959918,
552.930481,0.01580110565,552.930481,1.552511454,552.930481,0.1453749835,552.930481,0.02718002349,
552.0314941,0.01559710316,552.0314941,1.623681188,552.0314941,0.1488123238,552.0314941,0.02734691836,
550.9824219,0.01540392544,550.9824219,1.704123259,550.9824219,0.1529927552,550.9824219,0.02770421468,
549.9331665,0.01525504235,549.9331665,1.809413314,549.9331665,0.1581155956,549.9331665,0.02786653489,
549.0335083,0.01518246997,549.0335083,1.887834787,549.0335083,0.1620948166,549.0335083,0.02807610855,
547.9837646,0.01552997343,547.9837646,2.020583391,547.9837646,0.1691477746,547.9837646,0.02899518609,
546.9337158,0.01563644223,546.9337158,2.159892082,546.9337158,0.1765125096,546.9337158,0.02987361886,
546.0334473,0.01560754143,546.0334473,2.314336777,546.0334473,0.1838395,546.0334473,0.03050072491,
544.9829102,0.01544485521,544.9829102,2.510226727,544.9829102,0.1935593188,544.9829102,0.0312212687,
543.9321289,0.0155708883,543.9321289,2.70724988,543.9321289,0.2042919397,543.9321289,0.032280799,
543.03125,0.01547661517,543.03125,2.892697096,543.03125,0.2144742757,543.03125,0.03312539682,
541.9800415,0.01601151377,541.9800415,3.112209082,541.9800415,0.2264944762,541.9800415,0.03452733532,
540.9285278,0.01637435891,540.9285278,3.475417376,540.9285278,0.2428387105,540.9285278,0.03648041934,
540.0269775,0.01585877128,540.0269775,3.552339554,540.0269775,0.2610886693,540.0269775,0.03760811314,
538.9750366,0.01672897674,538.9750366,4.584605217,538.9750366,0.2854229808,538.9750366,0.04070578143,
538.0731201,0.01690438949,538.0731201,4.317783356,538.0731201,0.3075937629,538.0731201,0.0427618064,
537.0206299,0.01750033908,537.0206299,10,537.0206299,0.3356303871,537.0206299,0.04592144862,
535.9679565,0.0172770042,535.9679565,4.095899105,535.9679565,0.3660832345,535.9679565,0.04849964008,
535.0654297,0.01812091097,535.0654297,4.711338997,535.0654297,0.4095388055,535.0654297,0.05335032567,
534.012207,0.01896946132,534.012207,10,534.012207,0.4577350616,534.012207,0.05852727219,
532.9588013,0.01954926923,532.9588013,10,532.9588013,0.5194352269,532.9588013,0.06497348845,
532.0556641,0.0199215319,532.0556641,4.327354908,532.0556641,0.5812105536,532.0556641,0.07112961262,
531.00177,0.02024293505,531.00177,10,531.00177,0.6531710029,531.00177,0.07865443081,
529.9476318,0.02147929929,529.9476318,4.692555904,529.9476318,0.7473302484,529.9476318,0.08852764964,
529.0438232,0.02182096429,529.0438232,10,529.0438232,0.8431707621,529.0438232,0.09790623933,
527.9892578,0.02248768136,527.9892578,10,527.9892578,0.9852522016,527.9892578,0.1131274849,
526.9343872,0.02292468771,526.9343872,10,526.9343872,1.150517344,526.9343872,0.1287549287,
526.0300293,0.02372523956,526.0300293,10,526.0300293,1.275806785,526.0300293,0.1424189061,
524.9746704,0.02363543957,524.9746704,4.179223537,524.9746704,1.467507362,524.9746704,0.161440894,
524.0699463,0.02411483787,524.0699463,4.61981678,524.0699463,1.682617903,524.0699463,0.1844795793,
523.0141602,0.02479235083,523.0141602,10,523.0141602,2.000406027,523.0141602,0.2181934416,
521.9581299,0.02524103783,521.9581299,4.093558788,521.9581299,2.319777012,521.9581299,0.2558202147,
521.0527344,0.02581643127,521.0527344,10,521.0527344,2.635826826,521.0527344,0.2968025804,
519.9962158,0.02665668726,519.9962158,10,519.9962158,2.947517872,519.9962158,0.3456110656,
518.9395142,0.02673395537,518.9395142,10,518.9395142,3.173083305,518.9395142,0.4064650834,
518.0335693,0.02757921629,518.0335693,10,518.0335693,3.207006216,518.0335693,0.4673288167,
516.9763794,0.02796436474,516.9763794,3.878859282,516.9763794,3.325579643,516.9763794,0.5625383854,
516.0700073,0.02827865444,516.0700073,3.874237776,516.0700073,3.346740246,516.0700073,0.651237309,
515.0123291,0.02871306613,515.0123291,10,515.0123291,3.249441385,515.0123291,0.7740057707,
513.9544678,0.02904212289,513.9544678,4.325298309,513.9544678,3.325855494,513.9544678,0.9134813547,
513.0475464,0.0293353945,513.0475464,3.99425292,513.0475464,3.30777669,513.0475464,1.035099149,
511.9891663,0.02970735915,511.9891663,4.95648241,511.9891663,3.375476122,511.9891663,1.213958025,
510.930603,0.02998155542,510.930603,3.748237371,510.930603,3.368236303,510.930603,1.442211151,
510.0230713,0.03021712601,510.0230713,4.000964642,510.0230713,3.266006231,510.0230713,1.651619673,
508.9640503,0.03062048182,508.9640503,10,508.9640503,3.275621176,508.9640503,1.925125003,
